"Address","Word Count","Closest Similarity Match","No. Near Duplicates","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://bgoonz-blog.netlify.app/","1027","","","","","","","96677c75e73c782cd6ddae4bf5b2ba37","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/","72","","","","","","","4859663b5bdfd845f3507c9aaa140b34","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/","35","","","","","","","cffada4a6b9dd28b62ace156fb64ac49","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/","86","","","","","","","11d7175e57d188d0db76968e722131db","Indexable",""
"https://bgoonz-blog.netlify.app/blog/platform-docs/","2148","","","","","","","439a6fd0586eea2ee7df13b34b4315db","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tutorials/","22","","","","","","","fc88ad1c81c575996ae4dfb5fc04d139","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/","92","","","","","","","c77eeddba8de366275cffaf884759b73","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/","209","","","","","","","9b935f5f74a8be0553d30687d121cd37","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/","134","","","","","","","4ce386cfec1455e25420af9f1d905211","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/","74","","","","","","","315f35ae51036244380e6fa17144b7c8","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/nodejs/","166","","","","","","","97337497b05b64c87b0b624baadf8a16","Indexable",""
"https://bgoonz-blog.netlify.app/blog/","244","","","","","","","272906c624e57ae41395a36119207a44","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interview/job-search-nav/","232","","","","","","","ffc9a5139b1de3d9a2f11d7a6965998b","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/","144","","","","","","","55293275b2ba429f6152e4e658020bb8","Indexable",""
"https://bgoonz-blog.netlify.app/docs/faq/","275","","","","","","","f905ca8400ea02e6722d9e97e1ba93c7","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/","37","","","","","","","293c9289211722896126ad4137f31940","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/","2412","","","","","","","b39a6c34dc06afb6075183c7e6b43cc","Indexable",""
"https://bgoonz-blog.netlify.app/docs/leetcode/","12","","","","","","","41bc57ee16192df2a50bb0bbd2c238cd","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/","33591","","","","","","","861a72175f6e04becce3de6d70606ad5","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/","69","","","","","","","d3bf146927c5dc23993aa6d79c5627e0","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interview/","3662","","","","","","","8f08fa85717759126744f203c28e150d","Indexable",""
"https://bgoonz-blog.netlify.app/docs/data-structures/","8349","","","","","","","31d772925c77e82cf96e947f3807061a","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/","3748","","","","","","","e28c0cecd912022fa21d4ed22eefbef0","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/","22","","","","","","","46d92a7a957e38a368b6dd2f6108c18c","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/","42","","","","","","","48ff6561b5848b856ae6a41dc8ade4fa","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/vscode-themes/","683","","","","","","","20f4196596e92e37982370815b4f206e","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/my-websites/","108","","","","","","","27b298b2d97b5f58543927d8746b4240","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/webdev-tools/","7878","","","","","","","75e27aee60791eb7af07cbc2f156c753","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/dont-use-index-as-keys/","1643","","","","","","","6cfecc142abacc8d08ca3aeaf2c52970","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/functions/","405","","","","","","","d8fcf82a26031f1ac8ea74185150c667","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/reading-files/","170","","","","","","","a7939516e5cba52e477b78c28ea6632f","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/how-to-kill-a-process/","1056","","","","","","","b90a3a7110f649cbd4809c3d123fd3cf","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/video-chat/","1650","","","","","","","2dbf9b10143d615641a41c31b9b5c13f","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/review/","1748","","","","","","","e51efd5cbdf2df3db5dcd7e292c43575","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/node-docs-complete/","26080","","","","","","","c578ba85766dff43f5e198146d7d65fb","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/eng-portfolio/","24","","","","","","","6b59a75d651866cd10afea9c55be0cb5","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-cli-args/","166","","","","","","","3ee81e0f3ed30482fe93de3465d8fb54","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/bash/","10024","","","","","","","a7f7148514950a5e27899fc34374616d","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/for-loops/","214","","","","","","","e4e9e733e17406de19eb6a588895b441","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/no-whiteboarding/","12294","","","","","","","13b36115e5000969ec3a2d040bedf340","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/intro-to-nodejs/","6086","","","","","","","7240800f2f41f1b25a46ab8c875f17d5","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/sitemap/","430","","","","","","","a4a2b6a2e8f580c1bc32dfe8896b7638","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/all-emojis/","3767","","","","","","","341eb0fc1b6887089544c40ffd02d668","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/new-repo-instructions/","92","","","","","","","53ce5dbc53a336ef5bc8954db42d79fb","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/job-search/","3260","","","","","","","51e9a3e3b574a71f09feb68504b2b48f","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-package-manager/","1751","","","","","","","99efb1527bde86a98ab0e4327c15617b","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/insert-into-array/","330","","","","","","","68bf462766a1d945ef0e4e6ded96808c","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dtw-python-explained/","3422","","","","","","","2f536c41e618ccf10c0f85aecd81af74","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/discrete-fft/","186","","","","","","","df243757529816cdb8831c61e6dd42bb","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/resume/","420","","","","","","","2209048279bf107c5791970707147b02","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/resources/","2191","","","","","","","cc404627fa575935fd8621bf6df5a24c","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/history-api/","1635","","","","","","","f4018345fe9d305d0f8b04e1ff4dabc7","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/embeded-websites/","595","","","","","","","d3cb7175900b487fdf01a607d051779a","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/minifiction/","437","","","","","","","91c66b004e9361dbbd269d4abf785bf5","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/installation/","1065","","","","","","","5e4feef7178b2efb53ae8a49cab217ce","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/markdown-dropdowns/","60","","","","","","","87a26a594a4bf0df6d373b173496b36d","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/jupyter-notebooks/","41","","","","","","","67de00a17837dad2946bffe56419b0d5","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/es-6-features/","2300","","","","","","","c67dbd17c7fc226685314544eefe95d3","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/git-tricks/","396","","","","","","","22d453548fe936a276c46386b9faca08","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/node-docs-full/","8428","","","","","","","c00a67bbfdabdd7b4e49d33d520d02cf","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/this-is-about-this/","1234","","","","","","","a3569252b3aa56abfdf11fb0c860681b","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-lists/","2414","","","","","","","cf2fb50d6ae64a7ab4fe589772159e63","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/git-repos/","161","","","","","","","f1bf760126e1d5abfbbcb75018a2884c","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-static/","1990","","","","","","","62ac1b40db1e0c343d980254405566a5","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/google-cloud/","1290","","","","","","","85322bf332975d2ae60b1155507a9229","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/intrests/","11","","","","","","","228e204290e2ec20645fa9fd18aeaaf","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/npm/","470","","","","","","","6722e9b2aa7cca81b8d747ae37f3725b","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/install/","194","","","","","","","6f7fe83c6499709122b2bd207464ea11","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/google-firebase/","529","","","","","","","99bd7abfe2c3c546326b8bd990694d06","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/bookmarks/","20825","","","","","","","b3b5847af6046fc588d86223e6ec08a8","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/ajax-n-apis/","323","","","","","","","12540a7439edb79e09a2c9fb07e6c85b","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/list-of-projects/","694","","","","","","","59f2ec24a51fbf24c4cad74386656a80","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/fs-module/","469","","","","","","","c3fe8a47c9799d9512d9fa5950b32267","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/render-elements/","417","","","","","","","e17fcb30ad6fb7e1ce0736721d61ff5c","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/cheatsheet/","2949","","","","","","","2254316d8d1f6d87233c2cbcdfd7731a","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/examples/","5388","","","","","","","21796decb39ba2208685a9a815ee6ff1","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/archive/","2780","","","","","","","8d4fe917239b0129fd93dddb1e9bd417","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/pull-request-rubric/","583","","","","","","","cf8189d8d30b64070ad0d32e85ad7822","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/demo/","5662","","","","","","","ed1690fd10b30817fa412f2aa7680a9b","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/semantic-html/","5160","","","","","","","57ead6cc99b799e0ee5460002f23dcf8","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/semantic/","459","","","","","","","97305b3bb53be061f292dad4aca00540","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/quick-links/","31","","","","","","","9288d2ee710468aba8be58d8ecb0047","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/appendix/","1759","","","","","","","2db40dd4cdbeef9405abe028be41f3c1","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-js-language/","6704","","","","","","","3a10fabefe33724f28ef7deb27ddccec","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/git-bash/","560","","","","","","","9f6ec22c508e6a3d80fbc7dc2e7d6d89","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/interview-dos-n-donts/","921","","","","","","","41c714a2c2eaf1869085cf62cbe78edc","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react-docs/","12349","","","","","","","94e364db39dab982810f754c89235b05","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/embed-the-web/","39","","","","","","","51b0802a8a5d80278d919cd7b1db886","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/psql/","1669","","","","","","","7d25e67fbacb7734b7bb6c056848c97b","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/css/","3336","","","","","","","1a4674348d2d66ad8e3c434103e4881c","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/asyncjs/","1609","","","","","","","6f091ae8e35f74a9938a07cb258610ef","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/await-keyword/","506","","","","","","","db7031c90cdc8f7715178c117d3acb30","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-repl/","528","","","","","","","ed6db1281be434ad966192a32cbe3333","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/installing-node/","1174","","","","","","","b4e7ba9259cecf877b0a5093757bedc4","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/basic-web-dev/","5227","","","","","","","3306882b40aa8f0c1d784d0bc8b6aee7","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/web-audio-api/","4425","","","","","","","31e65f87ce166717422a8a8b3f8ac86c","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/html-spec/","6177","","","","","","","26da6db52630c920e6a7db0571b96c7","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/v8/","287","","","","","","","bc2384a7923310435a31177226f85ec4","Indexable",""
